well_id,date,year,month,precip_mm,temp_mean_c,groundwater_level_m,sin_month,cos_month,precip_lag1,precip_roll3,precip_roll6,precip_roll12,temp_lag1,temp_roll3,precip_spi_proxy,county,latitude,longitude,total_depth_m,casing_depth_m,overburden_depth_m,bedrock_depth_m,aquifer_type,geo_threat,baseline_gwl_m,pump_intake_depth_m,nearest_station_id,casing_ratio,aq_Carboniferous Sandstone,aq_Fractured Bedrock,aq_Glaciofluvial Sand/Gravel,aq_Mafic Volcanic,aq_Windsor Group Karst,sc_precip_mm,sc_temp_mean_c,sc_sin_month,sc_cos_month,sc_precip_lag1,sc_precip_roll3,sc_precip_roll6,sc_precip_roll12,sc_temp_lag1,sc_temp_roll3,sc_precip_spi_proxy,sc_latitude,sc_longitude,sc_total_depth_m,sc_casing_depth_m,sc_overburden_depth_m,sc_bedrock_depth_m,sc_casing_ratio,sc_baseline_gwl_m,sc_aq_Carboniferous Sandstone,sc_aq_Fractured Bedrock,sc_aq_Glaciofluvial Sand/Gravel,sc_aq_Mafic Volcanic,sc_aq_Windsor Group Karst,sc_groundwater_level_m
NB-OWLS-1000,2014-11-01,2014,11,115.27,-0.72,-5.802,-0.5000000000000004,0.8660254037844384,115.12,114.55666666666667,97.14999999999999,90.29272727272728,4.18,4.733333333333334,1.1704639800391634,York,46.35483,-67.00464,148.9,31.5,26.0,29.5,Carboniferous Sandstone,,-6.42,-135.8,ECCC_FREDERICTON,0.2115513625553148,1.0,0.0,0.0,0.0,0.0,0.9890027032491505,-0.5353839913860592,-0.7071067811865481,1.2247448713915885,0.9946778285277991,1.2328232465202764,0.4003780806887841,-0.15235382085767485,-0.03191805697310257,0.029171558175012685,1.2328232465202766,-0.032866432139249925,-0.7189702697956444,1.9359622595055666,1.3221449825279987,1.4731969168719796,1.689550183581075,-0.37559778052018883,0.9625851214715405,1.224744871391589,-0.6339315096116493,-0.3575185993374057,-0.3808387689547,-0.2813124431081605,1.0660694317848118
NB-OWLS-1000,2014-12-01,2014,12,101.4,-8.46,-5.893,-2.4492935982947064e-16,1.0,115.27,110.59666666666665,99.83666666666666,91.21833333333332,-0.72,-1.666666666666666,0.9494639087027131,York,46.35483,-67.00464,148.9,31.5,26.0,29.5,Carboniferous Sandstone,,-6.42,-135.8,ECCC_FREDERICTON,0.2115513625553148,1.0,0.0,0.0,0.0,0.0,0.39651391415346887,-1.328554632414737,-3.2719240355472893e-16,1.414213562373095,1.0011208799331746,1.0167266464207294,0.597123627712796,-0.03413335523965871,-0.5331930023352833,-0.6907900935338727,1.0167266464207296,-0.032866432139249925,-0.7189702697956444,1.9359622595055666,1.3221449825279987,1.4731969168719796,1.689550183581075,-0.37559778052018883,0.9625851214715405,1.224744871391589,-0.6339315096116493,-0.3575185993374057,-0.3808387689547,-0.2813124431081605,1.0417427356592497
NB-OWLS-1000,2015-01-01,2015,1,99.24,-9.56,-6.025,0.49999999999999994,0.8660254037844387,101.4,105.30333333333333,104.31166666666667,89.51833333333333,-8.46,-6.246666666666666,0.6540530389364838,York,46.35483,-67.00464,148.9,31.5,26.0,29.5,Carboniferous Sandstone,,-6.42,-135.8,ECCC_FREDERICTON,0.2115513625553148,1.0,0.0,0.0,0.0,0.0,0.3042445713671185,-1.441279142121655,0.7071067811865474,1.224744871391589,0.4053533933160875,0.7278702483078691,0.9248294551070099,-0.2512611378938014,-1.325002813989014,-1.2060126505380437,0.7278702483078694,-0.032866432139249925,-0.7189702697956444,1.9359622595055666,1.3221449825279987,1.4731969168719796,1.689550183581075,-0.37559778052018883,0.9625851214715405,1.224744871391589,-0.6339315096116493,-0.3575185993374057,-0.3808387689547,-0.2813124431081605,1.0064556599606322
NB-OWLS-1000,2015-02-01,2015,2,87.6,-5.86,-6.156,0.8660254037844386,0.5000000000000001,99.24,96.08,105.31833333333333,90.03916666666667,-9.56,-7.96,0.13931634079847516,York,46.35483,-67.00464,148.9,31.5,26.0,29.5,Carboniferous Sandstone,,-6.42,-135.8,ECCC_FREDERICTON,0.2115513625553148,1.0,0.0,0.0,0.0,0.0,-0.19298466475932272,-1.0621148821983852,1.224744871391589,0.7071067811865477,0.3125734530786747,0.2245543455507621,0.9985480099472719,-0.18473914565907465,-1.4375339241723606,-1.3987523843809433,0.2245543455507624,-0.032866432139249925,-0.7189702697956444,1.9359622595055666,1.3221449825279987,1.4731969168719796,1.689550183581075,-0.37559778052018883,0.9625851214715405,1.224744871391589,-0.6339315096116493,-0.3575185993374057,-0.3808387689547,-0.2813124431081605,0.9714359105930649
NB-OWLS-1000,2015-03-01,2015,3,93.36,-3.3,-6.095,1.0,6.123233995736766e-17,87.6,93.39999999999999,101.99833333333333,91.84750000000001,-5.86,-6.239999999999999,-0.010249364045384695,York,46.35483,-67.00464,148.9,31.5,26.0,29.5,Carboniferous Sandstone,,-6.42,-135.8,ECCC_FREDERICTON,0.2115513625553148,1.0,0.0,0.0,0.0,0.0,0.05306691600427727,-0.7997742050622851,1.414213562373095,1.5009712284142646e-16,-0.1874073359784918,0.07830715154399837,0.7554232396793868,0.046225211379892876,-1.0590201899192855,-1.2052626904841803,0.07830715154399867,-0.032866432139249925,-0.7189702697956444,1.9359622595055666,1.3221449825279987,1.4731969168719796,1.689550183581075,-0.37559778052018883,0.9625851214715405,1.224744871391589,-0.6339315096116493,-0.3575185993374057,-0.3808387689547,-0.2813124431081605,0.9877428167871231
NB-OWLS-1000,2015-04-01,2015,4,73.43,4.47,-5.915,0.8660254037844387,-0.4999999999999998,93.36,84.79666666666667,95.05,92.34250000000002,-3.3,-1.5633333333333324,-0.49038504091354507,York,46.35483,-67.00464,148.9,31.5,26.0,29.5,Carboniferous Sandstone,,-6.42,-135.8,ECCC_FREDERICTON,0.2115513625553148,1.0,0.0,0.0,0.0,0.0,-0.7982886403531084,-0.0035292592234186975,1.224744871391589,-0.7071067811865471,0.060005837987941305,-0.3911754451369168,0.24659434045909787,0.1094477127997766,-0.7971296062198602,-0.6791657126989896,-0.39117544513691654,-0.032866432139249925,-0.7189702697956444,1.9359622595055666,1.3221449825279987,1.4731969168719796,1.689550183581075,-0.37559778052018883,0.9625851214715405,1.224744871391589,-0.6339315096116493,-0.3575185993374057,-0.3808387689547,-0.2813124431081605,1.0358615563761469
NB-OWLS-1000,2015-05-01,2015,5,69.7,12.28,-5.865,0.49999999999999994,-0.8660254037844387,73.43,78.83,87.455,92.3025,4.47,4.483333333333334,-0.8233733638868144,York,46.35483,-67.00464,148.9,31.5,26.0,29.5,Carboniferous Sandstone,,-6.42,-135.8,ECCC_FREDERICTON,0.2115513625553148,1.0,0.0,0.0,0.0,0.0,-0.9576241258128702,0.7968147596956993,0.7071067811865474,-1.224744871391589,-0.7960609254063304,-0.716775541246502,-0.3095901867049355,0.10433882379614706,-0.002250764288402074,0.0010480561551343523,-0.7167755412465017,-0.032866432139249925,-0.7189702697956444,1.9359622595055666,1.3221449825279987,1.4731969168719796,1.689550183581075,-0.37559778052018883,0.9625851214715405,1.224744871391589,-0.6339315096116493,-0.3575185993374057,-0.3808387689547,-0.2813124431081605,1.0492278729286535
NB-OWLS-1000,2015-06-01,2015,6,78.58,15.24,-5.835,1.2246467991473532e-16,-1.0,69.7,73.90333333333334,83.65166666666666,91.74416666666667,12.28,10.663333333333334,-1.0983212640848543,York,46.35483,-67.00464,148.9,31.5,26.0,29.5,Carboniferous Sandstone,,-6.42,-135.8,ECCC_FREDERICTON,0.2115513625553148,1.0,0.0,0.0,0.0,0.0,-0.5782946054689875,1.1001461676343152,1.9238123018656702e-16,-1.414213562373095,-0.9562781370200103,-0.985622994905701,-0.5881096273431464,0.03302724812052263,0.7967201180133595,0.6962610260865267,-0.9856229949057008,-0.032866432139249925,-0.7189702697956444,1.9359622595055666,1.3221449825279987,1.4731969168719796,1.689550183581075,-0.37559778052018883,0.9625851214715405,1.224744871391589,-0.6339315096116493,-0.3575185993374057,-0.3808387689547,-0.2813124431081605,1.0572476628601575
NB-OWLS-1000,2015-07-01,2015,7,83.83,19.06,-6.034,-0.4999999999999997,-0.8660254037844388,78.58,77.37,81.08333333333333,92.6975,15.24,15.526666666666669,-0.9048531881674241,York,46.35483,-67.00464,148.9,31.5,26.0,29.5,Carboniferous Sandstone,,-6.42,-135.8,ECCC_FREDERICTON,0.2115513625553148,1.0,0.0,0.0,0.0,0.0,-0.35402884175216476,1.4916076467983395,-0.7071067811865471,-1.2247448713915892,-0.5748494938217598,-0.7964475200710817,-0.7761895826558025,0.15478910270696422,1.0995311054158199,1.2433568853798933,-0.7964475200710814,-0.032866432139249925,-0.7189702697956444,1.9359622595055666,1.3221449825279987,1.4731969168719796,1.689550183581075,-0.37559778052018883,0.9625851214715405,1.224744871391589,-0.6339315096116493,-0.3575185993374057,-0.3808387689547,-0.2813124431081605,1.0040497229811811
NB-OWLS-1000,2015-08-01,2015,8,71.85,16.16,-6.542,-0.8660254037844385,-0.5000000000000004,83.83,78.08666666666666,78.45833333333333,91.88833333333332,19.06,16.820000000000004,-0.8648573840114175,York,46.35483,-67.00464,148.9,31.5,26.0,29.5,Carboniferous Sandstone,,-6.42,-135.8,ECCC_FREDERICTON,0.2115513625553148,1.0,0.0,0.0,0.0,0.0,-0.8657819559097908,1.1944248484801012,-1.2247448713915887,-0.7071067811865481,-0.34934269463360484,-0.7573391286389255,-0.9684192579429108,0.051440535571092426,1.4903209607798056,1.3888491358293975,-0.7573391286389253,-0.032866432139249925,-0.7189702697956444,1.9359622595055666,1.3221449825279987,1.4731969168719796,1.689550183581075,-0.37559778052018883,0.9625851214715405,1.224744871391589,-0.6339315096116493,-0.3575185993374057,-0.3808387689547,-0.2813124431081605,0.8682479468077137
NB-OWLS-1000,2015-09-01,2015,9,90.11,10.14,-6.74,-1.0,-1.8369701987210297e-16,71.85,81.92999999999999,77.91666666666667,89.9575,16.16,15.12,-0.6503682575375742,York,46.35483,-67.00464,148.9,31.5,26.0,29.5,Carboniferous Sandstone,,-6.42,-135.8,ECCC_FREDERICTON,0.2115513625553148,1.0,0.0,0.0,0.0,0.0,-0.08576427105851774,0.5775143499022407,-1.414213562373095,-1.9628529965277086e-16,-0.8639277335429567,-0.5476090108655447,-1.0080856988751705,-0.195169794041481,1.1936480339328008,1.197609322094224,-0.5476090108655444,-0.032866432139249925,-0.7189702697956444,1.9359622595055666,1.3221449825279987,1.4731969168719796,1.689550183581075,-0.37559778052018883,0.9625851214715405,1.224744871391589,-0.6339315096116493,-0.3575185993374057,-0.3808387689547,-0.2813124431081605,0.8153173332597874
NB-OWLS-1000,2015-10-01,2015,10,123.42,4.53,-6.101,-0.8660254037844386,0.5000000000000001,90.11,95.12666666666667,86.24833333333333,90.64916666666666,10.14,10.276666666666669,0.08611261992118188,York,46.35483,-67.00464,148.9,31.5,26.0,29.5,Carboniferous Sandstone,,-6.42,-135.8,ECCC_FREDERICTON,0.2115513625553148,1.0,0.0,0.0,0.0,0.0,1.3371486031143136,0.0026193503969587006,-1.224744871391589,0.7071067811865477,-0.07959360912853558,0.1725310899712418,-0.39795481204326316,-0.10682858835376599,0.5777959582021215,0.6527633429624484,0.17253108997124209,-0.032866432139249925,-0.7189702697956444,1.9359622595055666,1.3221449825279987,1.4731969168719796,1.689550183581075,-0.37559778052018883,0.9625851214715405,1.224744871391589,-0.6339315096116493,-0.3575185993374057,-0.3808387689547,-0.2813124431081605,0.9861388588008222
NB-OWLS-1000,2015-11-01,2015,11,108.76,-2.89,-6.263,-0.5000000000000004,0.8660254037844384,123.42,107.43,92.75833333333333,90.10666666666667,4.53,3.9266666666666694,0.772738262431985,York,46.35483,-67.00464,148.9,31.5,26.0,29.5,Carboniferous Sandstone,,-6.42,-135.8,ECCC_FREDERICTON,0.2115513625553148,1.0,0.0,0.0,0.0,0.0,0.7109131562402907,-0.7577587059897066,-0.7071067811865481,1.2247448713915885,1.3511933396252631,0.8439221261391073,0.07877478266876485,-0.17611789546545478,0.003887296267053252,-0.0615736083424612,0.8439221261391077,-0.032866432139249925,-0.7189702697956444,1.9359622595055666,1.3221449825279987,1.4731969168719796,1.689550183581075,-0.37559778052018883,0.9625851214715405,1.224744871391589,-0.6339315096116493,-0.3575185993374057,-0.3808387689547,-0.2813124431081605,0.9428319931707007
NB-OWLS-1000,2015-12-01,2015,12,88.48,-6.19,-6.208,-2.4492935982947064e-16,1.0,108.76,106.88666666666667,94.40833333333332,89.02999999999999,-2.89,-1.5166666666666646,0.7424158620718492,York,46.35483,-67.00464,148.9,31.5,26.0,29.5,Carboniferous Sandstone,,-6.42,-135.8,ECCC_FREDERICTON,0.2115513625553148,1.0,0.0,0.0,0.0,0.0,-0.1553934510315501,-1.0959322351104608,-3.2719240355472893e-16,1.414213562373095,0.7214924489398628,0.8142725084486813,0.19960486427780375,-0.3136321578130814,-0.7551861924242492,-0.6739159923219455,0.8142725084486816,-0.032866432139249925,-0.7189702697956444,1.9359622595055666,1.3221449825279987,1.4731969168719796,1.689550183581075,-0.37559778052018883,0.9625851214715405,1.224744871391589,-0.6339315096116493,-0.3575185993374057,-0.3808387689547,-0.2813124431081605,0.957534941378458
NB-OWLS-1000,2016-01-01,2016,1,100.76,-8.24,-6.407,0.49999999999999994,0.8660254037844387,88.48,99.33333333333333,97.23,89.15666666666668,-6.19,-5.773333333333331,0.3208786889671402,York,46.35483,-67.00464,148.9,31.5,26.0,29.5,Carboniferous Sandstone,,-6.42,-135.8,ECCC_FREDERICTON,0.2115513625553148,1.0,0.0,0.0,0.0,0.0,0.36917484962417996,-1.3060097304733533,0.7071067811865474,1.224744871391589,-0.14960810106695302,0.40208825270325077,0.40623650888801116,-0.2974540093015927,-1.0927795229742892,-1.1527654867137405,0.4020882527032511,-0.032866432139249925,-0.7189702697956444,1.9359622595055666,1.3221449825279987,1.4731969168719796,1.689550183581075,-0.37559778052018883,0.9625851214715405,1.224744871391589,-0.6339315096116493,-0.3575185993374057,-0.3808387689547,-0.2813124431081605,0.9043370014994816
NB-OWLS-1000,2016-02-01,2016,2,100.71,-6.45,-6.561,0.8660254037844386,0.5000000000000001,100.76,96.64999999999999,102.04,90.24916666666667,-8.24,-6.959999999999998,0.1711269571272061,York,46.35483,-67.00464,148.9,31.5,26.0,29.5,Carboniferous Sandstone,,-6.42,-135.8,ECCC_FREDERICTON,0.2115513625553148,1.0,0.0,0.0,0.0,0.0,0.3670389852078288,-1.1225762101320957,1.224744871391589,0.7071067811865477,0.37786304065315046,0.25565915920145393,0.7584745043664841,-0.15791747839003412,-1.3024965919523446,-1.2862583763014297,0.25565915920145427,-0.032866432139249925,-0.7189702697956444,1.9359622595055666,1.3221449825279987,1.4731969168719796,1.689550183581075,-0.37559778052018883,0.9625851214715405,1.224744871391589,-0.6339315096116493,-0.3575185993374057,-0.3808387689547,-0.2813124431081605,0.8631687465177612
NB-OWLS-1000,2016-03-01,2016,3,63.38,-2.54,-6.69,1.0,6.123233995736766e-17,100.71,88.28333333333332,97.585,87.75083333333333,-6.45,-5.743333333333331,-0.2958008030196691,York,46.35483,-67.00464,148.9,31.5,26.0,29.5,Carboniferous Sandstone,,-6.42,-135.8,ECCC_FREDERICTON,0.2115513625553148,1.0,0.0,0.0,0.0,0.0,-1.2275973880395978,-0.7218918165375054,1.414213562373095,1.5009712284142646e-16,0.37571535685135804,-0.20090857333209874,0.4322332840220765,-0.4770101707415657,-1.1193777853812623,-1.1493906664713551,-0.20090857333209847,-0.032866432139249925,-0.7189702697956444,1.9359622595055666,1.3221449825279987,1.4731969168719796,1.689550183581075,-0.37559778052018883,0.9625851214715405,1.224744871391589,-0.6339315096116493,-0.3575185993374057,-0.3808387689547,-0.2813124431081605,0.8286836498122939
NB-OWLS-1000,2016-04-01,2016,4,91.79,3.22,-6.07,0.8660254037844387,-0.4999999999999998,63.38,85.29333333333334,92.31333333333333,89.28083333333332,-2.54,-1.923333333333331,-0.46266701849845154,York,46.35483,-67.00464,148.9,31.5,26.0,29.5,Carboniferous Sandstone,,-6.42,-135.8,ECCC_FREDERICTON,0.2115513625553148,1.0,0.0,0.0,0.0,0.0,-0.013999226669134179,-0.13162529298128006,1.224744871391589,-0.7071067811865471,-1.227745369566513,-0.3640724203769568,0.04618727581056984,-0.28159516635283766,-0.7193808391840933,-0.7196635556076143,-0.36407242037695653,-0.032866432139249925,-0.7189702697956444,1.9359622595055666,1.3221449825279987,1.4731969168719796,1.689550183581075,-0.37559778052018883,0.9625851214715405,1.224744871391589,-0.6339315096116493,-0.3575185993374057,-0.3808387689547,-0.2813124431081605,0.9944259750633762
NB-OWLS-1000,2016-05-01,2016,5,59.98,14.13,-5.92,0.49999999999999994,-0.8660254037844387,91.79,71.71666666666667,84.18333333333334,88.47083333333332,3.22,4.93666666666667,-1.220354973509695,York,46.35483,-67.00464,148.9,31.5,26.0,29.5,Carboniferous Sandstone,,-6.42,-135.8,ECCC_FREDERICTON,0.2115513625553148,1.0,0.0,0.0,0.0,0.0,-1.372836168351445,0.9863968896573343,0.7071067811865474,-1.224744871391589,-0.0074314333883256966,-1.1049490636475379,-0.5491754899357882,-0.3850501686762831,-0.13012702586038694,0.05204533981784734,-1.1049490636475379,-0.032866432139249925,-0.7189702697956444,1.9359622595055666,1.3221449825279987,1.4731969168719796,1.689550183581075,-0.37559778052018883,0.9625851214715405,1.224744871391589,-0.6339315096116493,-0.3575185993374057,-0.3808387689547,-0.2813124431081605,1.034524924720896
NB-OWLS-1000,2016-06-01,2016,6,71.74,14.11,-6.188,1.2246467991473532e-16,-1.0,59.98,74.50333333333333,81.39333333333333,87.90083333333332,14.13,10.48666666666667,-1.0648364047914534,York,46.35483,-67.00464,148.9,31.5,26.0,29.5,Carboniferous Sandstone,,-6.42,-135.8,ECCC_FREDERICTON,0.2115513625553148,1.0,0.0,0.0,0.0,0.0,-0.8704808576257623,0.9843473531172083,1.9238123018656702e-16,-1.414213562373095,-1.373787868088366,-0.9528810857997095,-0.7534881733838009,-0.45785183697796583,0.9859769851398973,0.6763870846591463,-0.9528810857997094,-0.032866432139249925,-0.7189702697956444,1.9359622595055666,1.3221449825279987,1.4731969168719796,1.689550183581075,-0.37559778052018883,0.9625851214715405,1.224744871391589,-0.6339315096116493,-0.3575185993374057,-0.3808387689547,-0.2813124431081605,0.9628814679994607
